Area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Saint Vincent and the Grenadines,155086.0,163593.0,172692.0,178814.0,169819.0,191718.0,196210.0,201256.0,199735.0,205978.0,200742.0,211049.0,207049.0,205436.0,216625.0,212066.0,203466.0,206630.0,208270.0,208905.0,206828.0,182220.0,179012.0,174181.0
Samoa,329951.0,337729.0,348196.0,349492.0,349267.0,357232.0,356427.0,347138.0,360287.0,385370.0,388891.0,404930.0,404924.0,408537.0,403623.0,254829.0,249495.0,265841.0,258430.0,244009.0,240104.0,254356.0,249603.0,241516.0
Sao Tome and Principe,190291.0,199108.0,201645.0,201231.0,196992.0,207086.0,205251.0,196724.0,193924.0,193388.0,186731.0,183282.0,188277.0,205726.0,193841.0,165245.0,174522.0,182450.0,182790.0,183827.0,185500.0,188680.0,198186.0,187055.0
Saudi Arabia,14900980.0,16357693.0,17077344.0,17814817.0,19262345.0,19642907.0,19663168.0,19829871.0,19528645.0,18165240.0,18246571.0,18182850.0,17486046.0,18563737.0,17056322.0,18658588.0,19171744.0,20466505.0,20316304.0,22301690.0,25888249.0,24747113.0,25728281.0,24625120.0
Senegal,8153598.0,8043427.0,6458861.0,8667619.0,8272333.0,9174806.0,7697970.0,7478701.0,11690339.0,11086269.0,11614788.0,8962580.0,10303712.0,9823083.0,10298987.0,13806094.0,14206719.0,17101169.0,20378641.0,20975561.0,25117485.0,24632426.0,24255410.0,25031187.0
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,39155290.0,34043588.0,38105003.0,39762460.0,40780867.0,39558874.0,31004840.0,40026028.0,43293713.0,35939752.0,43165635.0,33676084.0,41281570.0,41468276.0,42875905.0,39556417.0,34050195.0,38604611.0
Serbia and Montenegro,27456834.0,37181723.0,36684613.0,30815196.0,42941379.0,41888159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,31980.0,30922.0,31283.0,29643.0,29018.0,27843.0,27830.0,29443.0,28089.0,25833.0,27005.0,28792.0,26464.0,25922.0,25976.0,29070.0,29175.0,28749.0,30175.0,31653.0,31983.0,33907.0,36289.0,28840.0
Sierra Leone,2714252.0,3143591.0,3672587.0,6666316.0,7183940.0,6229682.0,7683044.0,7482335.0,7970757.0,10334114.0,11722709.0,12478179.0,12841387.0,13569902.0,13077204.0,11718469.0,10954040.0,9024501.0,9598741.0,7416826.0,9308651.0,14086929.0,10670972.0,11204379.0
Singapore,871043.0,912873.0,1069952.0,778600.0,1016535.0,1168806.0,1016615.0,1118008.0,1031938.0,1181839.0,1204018.0,1195031.0,1210388.0,1178820.0,948165.0,890378.0,926376.0,966513.0,992851.0,1001339.0,1024370.0,960262.0,859800.0,297953.0
Slovakia,13587623.0,16326637.0,16895742.0,14759361.0,18263266.0,17775664.0,15609416.0,13958193.0,16479512.0,14697549.0,12627262.0,15539650.0,12965089.0,14584455.0,18297930.0,15287201.0,18584072.0,15203500.0,15752512.0,15512720.0,16484795.0,16192685.0,13778284.0,14967901.0
Slovenia,5184419.0,4746887.0,5378094.0,4541596.0,5248578.0,5139977.0,4820650.0,4341939.0,4367481.0,4261188.0,4264928.0,4286943.0,4013707.0,3749030.0,4276149.0,4376346.0,4333943.0,4085696.0,4157678.0,4189419.0,4462757.0,4178539.0,3880095.0,3490793.0
Small Island Developing States,189746057.0,183615857.0,189153155.0,163326068.0,171463729.0,137739660.0,135761238.0,136349898.0,139128404.0,140212071.0,132214095.0,136646578.0,142061577.0,146800785.0,156247644.0,158474458.0,152757777.0,160265689.0,144812390.0,151401664.0,138474265.0,131960577.0,132368756.0,126174340.0
Solomon Islands,894215.0,860242.0,866733.0,876805.0,987898.0,1101466.0,1145312.0,1217419.0,1269042.0,1214442.0,907073.0,916362.0,977467.0,1003856.0,1037839.0,1065110.0,1063830.0,1086091.0,1110860.0,1112252.0,1119646.0,1171033.0,1194246.0,1130471.0
Somalia,7012007.0,7173745.0,7453379.0,7360934.0,7314121.0,7395603.0,6970110.0,6994962.0,6896208.0,6964589.0,7840359.0,7421789.0,8012724.0,8017271.0,7324174.0,7243090.0,6949332.0,6992060.0,7183207.0,7126779.0,7080284.0,6989622.0,7038718.0,6858572.0
South Africa,116809902.0,105497677.0,114162148.0,107565967.0,105383411.0,115428201.0,104640478.0,104088193.0,118408472.0,115422617.0,111557270.0,111279293.0,115977304.0,124156526.0,125394920.0,112822158.0,105627479.0,132090869.0,130698379.0,127175172.0,135274963.0,136596768.0,138487904.0,131452008.0
South America,1734631828.0,1824565231.0,1898397273.0,2043642524.0,2100440507.0,2154591428.0,2285124543.0,2510252688.0,2754628922.0,2752267289.0,2918297030.0,3028391174.0,2966263374.0,3169799327.0,3144285925.0,3232884186.0,3204340244.0,3295332785.0,3224071618.0,3347675540.0,3397879180.0,3309798465.0,3341913356.0,3342551465.0
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13788158.0,12497653.0,13875802.0,14876146.0,14595438.0,14471668.0,14564997.0,14649144.0,14756594.0,15971414.0,16222584.0,16486734.0
South-eastern Asia,1089878891.0,1116207211.0,1170405630.0,1264376993.0,1295287521.0,1301297978.0,1370827694.0,1438216653.0,1528113118.0,1537842562.0,1558501480.0,1686384583.0,1780136223.0,1801301920.0,1839263379.0,1838168336.0,1813314559.0,1927308774.0,2022005451.0,2009293592.0,1895246270.0,1953120147.0,2022085386.0,1880866625.0
Southern Africa,129358591.0,118498708.0,128078868.0,121577032.0,119834676.0,130857423.0,119557750.0,118938314.0,133415552.0,130463852.0,127370003.0,127528858.0,132491688.0,140771361.0,142259231.0,129740119.0,122321586.0,149548602.0,148495930.0,144549523.0,152958831.0,153422823.0,156097741.0,147549899.0
Southern Asia,2251238372.0,2271649031.0,2223864696.0,2343170118.0,2236673965.0,2329492824.0,2483019171.0,2792840335.0,2796571564.0,2646654865.0,2806433019.0,3027557013.0,3114460617.0,3187400526.0,3269593871.0,3262697995.0,3332810665.0,3369398261.0,3566381468.0,3674927831.0,3722177622.0,3917004443.0,4051749152.0,4124485717.0
Southern Europe,522835505.0,507059181.0,524462638.0,491870737.0,542196890.0,518486169.0,502175988.0,491288703.0,501324597.0,485774432.0,488914411.0,493190595.0,450425117.0,491257429.0,487837539.0,487565170.0,506044175.0,468190889.0,502466745.0,484191258.0,511227884.0,503323496.0,457715058.0,406692222.0
Spain,183892636.0,169468103.0,182084084.0,186151716.0,190083711.0,161799197.0,175016579.0,178174761.0,176984426.0,164930059.0,171765238.0,178417553.0,158565501.0,188332579.0,179881468.0,182571902.0,192893806.0,175150637.0,197109074.0,179516102.0,198384485.0,195776075.0,166318331.0,139276132.0
Sri Lanka,16996773.0,16191050.0,16175274.0,16798575.0,16054210.0,17280844.0,18166016.0,17334842.0,19315392.0,18745538.0,21888692.0,20958286.0,21632082.0,23988097.0,22106130.0,24830085.0,24201831.0,19118878.0,22883603.0,24000516.0,27495016.0,28186026.0,24274223.0,24116355.0
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47652941.0,56857001.0,61802381.0,53124088.0,63547607.0,59526362.0,68367895.0,61333174.0,61545536.0,58246209.0,63415533.0,52945320.0
Sudan (former),43953047.0,51143629.0,51490303.0,60539261.0,57512923.0,63227254.0,62193690.0,63513528.0,61465867.0,63451031.0,57036467.0,61325845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suriname,875313.0,938481.0,804630.0,762337.0,792862.0,814883.0,967084.0,997342.0,1017104.0,1126763.0,1155428.0,1100614.0,1102021.0,1212022.0,1242256.0,1191410.0,1208630.0,1222235.0,1147580.0,1059279.0,954244.0,967143.0,787170.0,776554.0
Sweden,31086906.0,30593235.0,30603109.0,29740301.0,30323750.0,29158834.0,26335091.0,27756339.0,27842658.0,29189984.0,26552793.0,28307326.0,28649684.0,28769232.0,30211037.0,29148580.0,29432937.0,30372082.0,22809400.0,29608493.0,29367474.0,27346621.0,28845158.0,22340995.0
Switzerland,19411175.0,17966956.0,19111002.0,17850028.0,19243550.0,18704810.0,18161966.0,19400108.0,19828451.0,20371260.0,18907738.0,20988188.0,19975447.0,18613210.0,20849534.0,19019007.0,18330409.0,19180304.0,18932426.0,18729952.0,18824707.0,17224272.0,18140429.0,15375566.0
Syrian Arab Republic,28709832.0,31620633.0,35527250.0,35515088.0,36438919.0,36924718.0,39959584.0,36752025.0,30995836.0,35597933.0,34367212.0,39096345.0,33488299.0,28417528.0,23917321.0,28175933.0,24061043.0,24978557.0,22284466.0,31440354.0,30424970.0,23690711.0,21685427.0,27137978.0
Tajikistan,4860363.0,5291618.0,6245245.0,7055195.0,7767190.0,7867621.0,8182126.0,8598439.0,8963230.0,10419986.0,10926178.0,11057824.0,12256543.0,13489703.0,13101452.0,13746461.0,14195308.0,15036542.0,15606688.0,16541258.0,16749076.0,17398445.0,17250305.0,17220427.0
Thailand,267949175.0,266024929.0,284431900.0,323881681.0,306100747.0,267412680.0,276623347.0,328793268.0,345368913.0,339861762.0,334139084.0,402055427.0,426638441.0,428050918.0,429899427.0,402464142.0,406928502.0,413237867.0,499889607.0,487317186.0,368777772.0,369667571.0,428525564.0,398497213.0
Timor-Leste,649060.0,634070.0,701033.0,664955.0,681190.0,713266.0,753605.0,674072.0,748139.0,912311.0,885726.0,654530.0,717467.0,740566.0,746787.0,819682.0,702759.0,654845.0,666878.0,632288.0,632242.0,566744.0,717066.0,706693.0
Togo,5319498.0,5672192.0,5782935.0,5903559.0,5758929.0,5525740.0,5824904.0,5901259.0,6139545.0,6749182.0,6761507.0,7160130.0,7814521.0,7119927.0,8301341.0,7927062.0,8093438.0,8408664.0,8777724.0,8956051.0,9058912.0,9423817.0,9727229.0,9746078.0
Tokelau,5015.0,5081.0,5052.0,4992.0,5124.0,5196.0,5270.0,5353.0,5434.0,5525.0,5629.0,5717.0,5854.0,5854.0,5879.0,6445.0,6458.0,6465.0,6477.0,6492.0,6500.0,6522.0,6507.0,6524.0
Tonga,204392.0,201986.0,210633.0,206558.0,206226.0,207558.0,229750.0,317433.0,308304.0,306424.0,302837.0,301070.0,295025.0,297563.0,248283.0,242135.0,220872.0,220463.0,215607.0,214394.0,216532.0,217487.0,220343.0,217467.0
Trinidad and Tobago,3370622.0,2665012.0,3379623.0,2327973.0,1658050.0,1423375.0,2335873.0,2255348.0,519961.0,508071.0,515379.0,516321.0,518060.0,513138.0,518349.0,473951.0,502369.0,555731.0,562264.0,497621.0,495447.0,493843.0,495979.0,420271.0
Tunisia,13465599.0,13115571.0,12019308.0,17264645.0,16408543.0,17021659.0,16718862.0,17580485.0,17107394.0,19280743.0,17266480.0,19491731.0,21013870.0,19255677.0,21334702.0,22480995.0,20785409.0,21439379.0,22771892.0,24564493.0,24184645.0,23210855.0,22876460.0,19770523.0
Turkmenistan,11159087.0,12237696.0,13253636.0,14249764.0,15096017.0,16813440.0,17205220.0,13997325.0,13526621.0,14562937.0,15331263.0,14229619.0,13664035.0,14101931.0,14141505.0,14715626.0,16101945.0,16254157.0,15260170.0,16794175.0,17354072.0,17202952.0,17587896.0,16095565.0
Tuvalu,5016.0,4789.0,5097.0,5258.0,5144.0,5275.0,5310.0,5447.0,5411.0,5458.0,5372.0,5425.0,5547.0,5730.0,5578.0,5639.0,5672.0,5708.0,5741.0,6752.0,6728.0,6788.0,6776.0,6531.0
Türkiye,234787142.0,213377171.0,228254958.0,225690578.0,232139081.0,246152223.0,243455979.0,226811944.0,237440067.0,253836668.0,257035937.0,268117088.0,269861623.0,284087893.0,275250892.0,290175905.0,295313761.0,313951137.0,305941299.0,312843204.0,329655765.0,314312901.0,332889959.0,342425568.0
Uganda,48011372.0,50457586.0,52755583.0,54512673.0,54804522.0,54496522.0,53728738.0,54549443.0,40119365.0,42785655.0,44191323.0,44816425.0,45108595.0,47271904.0,48243538.0,50248793.0,46126180.0,49964843.0,58676939.0,58495879.0,64956483.0,66679437.0,71682478.0,64056196.0
Ukraine,177242540.0,206989917.0,204434934.0,189699924.0,227507897.0,220814707.0,231402508.0,204185110.0,254796748.0,233415098.0,227572909.0,292940243.0,270387634.0,295302113.0,308764385.0,281398704.0,307209357.0,301131752.0,321557400.0,320602281.0,290168505.0,343433013.0,257232236.0,274419349.0
United Arab Emirates,6748128.0,3264104.0,3064386.0,2766328.0,3143935.0,3073767.0,2832173.0,2789656.0,3066175.0,3032836.0,3106534.0,2007570.0,2002617.0,2001877.0,2451762.0,2561683.0,2605852.0,2776582.0,2697101.0,2796291.0,3144877.0,3205195.0,3014792.0,2615766.0
United Kingdom of Great Britain and Northern Ireland,144394885.0,132206173.0,144479419.0,139623872.0,139318421.0,137049205.0,132127374.0,125682690.0,137552634.0,135129546.0,131053660.0,138031863.0,126405896.0,132438949.0,147611506.0,142194403.0,132627184.0,146047047.0,135931924.0,146528458.0,128156232.0,138315382.0,138148201.0,124406352.0
United Republic of Tanzania,36637704.0,38655962.0,49334150.0,39967238.0,50994346.0,51358808.0,56898497.0,56237187.0,59274272.0,59438648.0,67709660.0,72102383.0,73379441.0,78285263.0,84286066.0,86219131.0,84019729.0,82162934.0,91670188.0,92119104.0,96107004.0,94047148.0,95353705.0,95810391.0
United States of America,1570889613.0,1511407119.0,1462949403.0,1548813324.0,1669534769.0,1604047569.0,1575490472.0,1700559044.0,1671300850.0,1732918491.0,1700666000.0,1659840339.0,1635998739.0,1787528822.0,1844979470.0,1829420844.0,2012642320.0,1894968531.0,1889193352.0,1795660147.0,1863347958.0,1915117861.0,1808903749.0,1817637420.0
Uruguay,11594035.0,11549586.0,11574270.0,12192249.0,14096744.0,15371086.0,15787475.0,16582529.0,16827592.0,19065923.0,21017127.0,21058078.0,24430329.0,22955108.0,25459147.0,24057454.0,21941302.0,23934365.0,18234429.0,23573616.0,21613014.0,23225436.0,26788193.0,20086970.0
Uzbekistan,36646092.0,37807738.0,40953829.0,43067200.0,45533141.0,48769096.0,52393623.0,54727745.0,57659368.0,60681490.0,65500286.0,68690191.0,73510426.0,78263598.0,83362998.0,88566412.0,93362960.0,88365479.0,85171382.0,89681141.0,91700575.0,93790416.0,98540663.0,95085157.0
Vanuatu,471865.0,509277.0,455998.0,467470.0,499731.0,500271.0,492468.0,512139.0,512363.0,511510.0,677749.0,651385.0,653901.0,698045.0,830816.0,769722.0,757778.0,650672.0,660911.0,667091.0,663273.0,664379.0,1121851.0,1098817.0
Venezuela (Bolivarian Republic of),46225585.0,47186305.0,44364363.0,46803442.0,45757341.0,49272947.0,49461068.0,51517200.0,50376075.0,48772156.0,47609661.0,48364446.0,46249728.0,46545416.0,46301367.0,42205704.0,35368336.0,35024137.0,31562602.0,31643221.0,34647458.0,32562254.0,31066596.0,28950072.0
Viet Nam,140868991.0,144491692.0,158861035.0,163909322.0,167994249.0,169868989.0,177247836.0,182316208.0,189142332.0,187211039.0,193165637.0,202794865.0,222329811.0,228514943.0,233863548.0,234782709.0,231502378.0,236816666.0,241455099.0,238961563.0,231458024.0,235623316.0,236157199.0,235353361.0
Western Africa,391710297.0,401133825.0,422441471.0,446005776.0,461648813.0,487253980.0,513802904.0,492585753.0,540786773.0,501061249.0,555965904.0,540320291.0,582577512.0,586735393.0,645277889.0,663894946.0,704412985.0,722764813.0,766539182.0,762359196.0,788876579.0,811997517.0,841274139.0,839015097.0
Western Asia,357694654.0,343345075.0,370352098.0,364109496.0,376165882.0,395634163.0,393249328.0,376211283.0,377268800.0,397556577.0,401795550.0,421419342.0,419489389.0,437609743.0,421056427.0,430339813.0,434586457.0,454288957.0,442323540.0,474381422.0,502336727.0,473994489.0,485345703.0,496050191.0
Western Europe,853434764.0,816093366.0,846686197.0,778528403.0,870799413.0,832557413.0,794573852.0,813462925.0,847554101.0,875155124.0,836389012.0,876469643.0,863479960.0,855411213.0,933661792.0,888414940.0,858457339.0,943558194.0,863141411.0,899125043.0,851640710.0,888609746.0,863556793.0,769199230.0
World,14775705797.0,14956373433.0,15238917070.0,15533055903.0,16229891416.0,16328466187.0,16749368277.0,17467895991.0,18281756651.0,18235958987.0,18563284296.0,19527522804.0,19680582378.0,20514519905.0,20964760335.0,21092565046.0,21425092686.0,21863405952.0,22027920901.0,22334226547.0,22401944655.0,22829155092.0,23059924739.0,22578012951.0
Yemen,6012678.0,6323174.0,6147123.0,6109274.0,6115746.0,6437422.0,7290598.0,8302055.0,8000258.0,8297285.0,9138930.0,8393861.0,9015521.0,8859940.0,8546537.0,7613460.0,6995436.0,6967923.0,6830019.0,7847341.0,8614214.0,9686239.0,8852222.0,8137808.0
Zambia,10039448.0,10669172.0,11034064.0,12455491.0,12601928.0,12368516.0,13753395.0,13625527.0,13024219.0,17756092.0,20986741.0,22564080.0,22849751.0,22816405.0,24053868.0,21449585.0,24583510.0,29951565.0,28568704.0,27506187.0,29938492.0,30197000.0,28494686.0,31923756.0
Zimbabwe,19928049.0,20789397.0,15973504.0,18635512.0,21525817.0,17357197.0,19704842.0,17564297.0,14870870.0,14873367.0,17077537.0,17851754.0,20455052.0,20454708.0,20381863.0,18484172.0,18781141.0,26133627.0,26206467.0,25354821.0,30093430.0,30387937.0,27494789.0,27950073.0
